section,DataSetId,JourmPatternSections_From_id,JourmPatternSections_From_StopPointRef_id,JourmPatternSections_From_StopPointRef_SequenceNumber,JourmPatternSections_From_StopPointRef,JourmPatternSections_From_TimingStatus_id,JourmPatternSections_From_TimingStatus_SequenceNumber,JourmPatternSections_From_TimingStatus,JourmPatternSections_To_id,JourmPatternSections_To_StopPointRef_id,JourmPatternSections_To_StopPointRef_SequenceNumber,JourmPatternSections_To_StopPointRef,JourmPatternSections_To_TimingStatus_id,JourmPatternSections_To_TimingStatus_SequenceNumber,JourmPatternSections_To_TimingStatus,JourmPatternSections_RouteLinkRef_id,JourmPatternSections_RouteLinkRef,JourmPatternSections_RunTime_id,JourmPatternSections_RunTime
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4642,JPSU9283,2,3986,JPSU9283,2,PTP,JPTL4642,JPSU9284,3,2324,JPSU9284,3,OTH,JPTL4642,RL3020,JPTL4642,PT0S
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4643,JPSU9285,3,2324,JPSU9285,3,OTH,JPTL4643,JPSU9286,4,3274,JPSU9286,4,OTH,JPTL4643,RL3021,JPTL4643,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4644,JPSU9287,4,3274,JPSU9287,4,OTH,JPTL4644,JPSU9288,8,3787,JPSU9288,8,PTP,JPTL4644,RL3022,JPTL4644,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4645,JPSU9289,8,3787,JPSU9289,8,PTP,JPTL4645,JPSU9290,9,3676,JPSU9290,9,OTH,JPTL4645,RL3023,JPTL4645,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4646,JPSU9291,9,3676,JPSU9291,9,OTH,JPTL4646,JPSU9292,10,2783,JPSU9292,10,OTH,JPTL4646,RL3024,JPTL4646,PT0S
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4647,JPSU9293,10,2783,JPSU9293,10,OTH,JPTL4647,JPSU9294,11,3569,JPSU9294,11,OTH,JPTL4647,RL3025,JPTL4647,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4648,JPSU9295,11,3569,JPSU9295,11,OTH,JPTL4648,JPSU9296,12,3295,JPSU9296,12,OTH,JPTL4648,RL3026,JPTL4648,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4649,JPSU9297,12,3295,JPSU9297,12,OTH,JPTL4649,JPSU9298,13,3434,JPSU9298,13,PTP,JPTL4649,RL3027,JPTL4649,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4650,JPSU9299,13,3434,JPSU9299,13,PTP,JPTL4650,JPSU9300,14,2583,JPSU9300,14,OTH,JPTL4650,RL3028,JPTL4650,PT2M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4651,JPSU9301,14,2583,JPSU9301,14,OTH,JPTL4651,JPSU9302,15,4547,JPSU9302,15,OTH,JPTL4651,RL3029,JPTL4651,PT0S
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4652,JPSU9303,15,4547,JPSU9303,15,OTH,JPTL4652,JPSU9304,16,2978,JPSU9304,16,OTH,JPTL4652,RL3030,JPTL4652,PT2M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4653,JPSU9305,16,2978,JPSU9305,16,OTH,JPTL4653,JPSU9306,17,2635,JPSU9306,17,PTP,JPTL4653,RL3031,JPTL4653,PT0S
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4654,JPSU9307,17,2635,JPSU9307,17,PTP,JPTL4654,JPSU9308,18,4242,JPSU9308,18,OTH,JPTL4654,RL3032,JPTL4654,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4655,JPSU9309,18,4242,JPSU9309,18,OTH,JPTL4655,JPSU9310,19,2489,JPSU9310,19,OTH,JPTL4655,RL3033,JPTL4655,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4656,JPSU9311,19,2489,JPSU9311,19,OTH,JPTL4656,JPSU9312,22,2423,JPSU9312,22,OTH,JPTL4656,RL3034,JPTL4656,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4657,JPSU9313,22,2423,JPSU9313,22,OTH,JPTL4657,JPSU9314,23,3842,JPSU9314,23,PTP,JPTL4657,RL3035,JPTL4657,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4658,JPSU9315,23,3842,JPSU9315,23,PTP,JPTL4658,JPSU9316,24,2786,JPSU9316,24,PTP,JPTL4658,RL3036,JPTL4658,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4659,JPSU9317,24,2786,JPSU9317,24,PTP,JPTL4659,JPSU9318,25,2345,JPSU9318,25,OTH,JPTL4659,RL3037,JPTL4659,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4660,JPSU9319,25,2345,JPSU9319,25,OTH,JPTL4660,JPSU9320,26,2347,JPSU9320,26,OTH,JPTL4660,RL3038,JPTL4660,PT0S
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4661,JPSU9321,26,2347,JPSU9321,26,OTH,JPTL4661,JPSU9322,27,3763,JPSU9322,27,OTH,JPTL4661,RL3039,JPTL4661,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4662,JPSU9323,27,3763,JPSU9323,27,OTH,JPTL4662,JPSU9324,28,2576,JPSU9324,28,OTH,JPTL4662,RL3040,JPTL4662,PT0S
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4663,JPSU9325,28,2576,JPSU9325,28,OTH,JPTL4663,JPSU9326,29,2525,JPSU9326,29,OTH,JPTL4663,RL3041,JPTL4663,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4664,JPSU9327,29,2525,JPSU9327,29,OTH,JPTL4664,JPSU9328,30,2734,JPSU9328,30,OTH,JPTL4664,RL3042,JPTL4664,PT0S
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4665,JPSU9329,30,2734,JPSU9329,30,OTH,JPTL4665,JPSU9330,31,3729,JPSU9330,31,PTP,JPTL4665,RL3043,JPTL4665,PT1M
JPS152,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4666,JPSU9331,31,3729,JPSU9331,31,PTP,JPTL4666,JPSU9332,32,2465,JPSU9332,32,PTP,JPTL4666,RL3044,JPTL4666,PT3M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4667,JPSU9333,1,2579,JPSU9333,1,PTP,JPTL4667,JPSU9334,2,3986,JPSU9334,2,PTP,JPTL4667,RL3019,JPTL4667,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4668,JPSU9335,2,3986,JPSU9335,2,PTP,JPTL4668,JPSU9336,3,2324,JPSU9336,3,OTH,JPTL4668,RL3020,JPTL4668,PT0S
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4669,JPSU9337,3,2324,JPSU9337,3,OTH,JPTL4669,JPSU9338,4,3274,JPSU9338,4,OTH,JPTL4669,RL3021,JPTL4669,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4670,JPSU9339,4,3274,JPSU9339,4,OTH,JPTL4670,JPSU9340,8,3787,JPSU9340,8,PTP,JPTL4670,RL3022,JPTL4670,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4671,JPSU9341,8,3787,JPSU9341,8,PTP,JPTL4671,JPSU9342,9,3676,JPSU9342,9,OTH,JPTL4671,RL3023,JPTL4671,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4672,JPSU9343,9,3676,JPSU9343,9,OTH,JPTL4672,JPSU9344,10,2783,JPSU9344,10,OTH,JPTL4672,RL3024,JPTL4672,PT0S
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4673,JPSU9345,10,2783,JPSU9345,10,OTH,JPTL4673,JPSU9346,11,3569,JPSU9346,11,OTH,JPTL4673,RL3025,JPTL4673,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4674,JPSU9347,11,3569,JPSU9347,11,OTH,JPTL4674,JPSU9348,12,3295,JPSU9348,12,OTH,JPTL4674,RL3026,JPTL4674,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4675,JPSU9349,12,3295,JPSU9349,12,OTH,JPTL4675,JPSU9350,13,3434,JPSU9350,13,PTP,JPTL4675,RL3027,JPTL4675,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4676,JPSU9351,13,3434,JPSU9351,13,PTP,JPTL4676,JPSU9352,14,2583,JPSU9352,14,OTH,JPTL4676,RL3028,JPTL4676,PT2M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4677,JPSU9353,14,2583,JPSU9353,14,OTH,JPTL4677,JPSU9354,15,4547,JPSU9354,15,OTH,JPTL4677,RL3029,JPTL4677,PT0S
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4678,JPSU9355,15,4547,JPSU9355,15,OTH,JPTL4678,JPSU9356,16,2978,JPSU9356,16,OTH,JPTL4678,RL3030,JPTL4678,PT2M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4679,JPSU9357,16,2978,JPSU9357,16,OTH,JPTL4679,JPSU9358,17,2635,JPSU9358,17,PTP,JPTL4679,RL3031,JPTL4679,PT0S
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4680,JPSU9359,17,2635,JPSU9359,17,PTP,JPTL4680,JPSU9360,18,4242,JPSU9360,18,OTH,JPTL4680,RL3032,JPTL4680,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4681,JPSU9361,18,4242,JPSU9361,18,OTH,JPTL4681,JPSU9362,19,2489,JPSU9362,19,OTH,JPTL4681,RL3033,JPTL4681,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4682,JPSU9363,19,2489,JPSU9363,19,OTH,JPTL4682,JPSU9364,22,2423,JPSU9364,22,OTH,JPTL4682,RL3034,JPTL4682,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4683,JPSU9365,22,2423,JPSU9365,22,OTH,JPTL4683,JPSU9366,23,3842,JPSU9366,23,PTP,JPTL4683,RL3035,JPTL4683,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4684,JPSU9367,23,3842,JPSU9367,23,PTP,JPTL4684,JPSU9368,24,2786,JPSU9368,24,PTP,JPTL4684,RL3036,JPTL4684,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4685,JPSU9369,24,2786,JPSU9369,24,PTP,JPTL4685,JPSU9370,25,2345,JPSU9370,25,OTH,JPTL4685,RL3037,JPTL4685,PT3M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4686,JPSU9371,25,2345,JPSU9371,25,OTH,JPTL4686,JPSU9372,26,2347,JPSU9372,26,OTH,JPTL4686,RL3038,JPTL4686,PT0S
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4687,JPSU9373,26,2347,JPSU9373,26,OTH,JPTL4687,JPSU9374,27,3763,JPSU9374,27,OTH,JPTL4687,RL3039,JPTL4687,PT1M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4688,JPSU9375,27,3763,JPSU9375,27,OTH,JPTL4688,JPSU9376,28,2576,JPSU9376,28,OTH,JPTL4688,RL3040,JPTL4688,PT0S
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4689,JPSU9377,28,2576,JPSU9377,28,OTH,JPTL4689,JPSU9378,29,2525,JPSU9378,29,OTH,JPTL4689,RL3041,JPTL4689,PT2M
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4690,JPSU9379,29,2525,JPSU9379,29,OTH,JPTL4690,JPSU9380,30,2734,JPSU9380,30,OTH,JPTL4690,RL3042,JPTL4690,PT0S
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4691,JPSU9381,30,2734,JPSU9381,30,OTH,JPTL4691,JPSU9382,31,3729,JPSU9382,31,PTP,JPTL4691,RL3043,JPTL4691,PT0S
JPS153,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4692,JPSU9383,31,3729,JPSU9383,31,PTP,JPTL4692,JPSU9384,32,2465,JPSU9384,32,PTP,JPTL4692,RL3044,JPTL4692,PT8M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4693,JPSU9385,1,2579,JPSU9385,1,PTP,JPTL4693,JPSU9386,2,3986,JPSU9386,2,PTP,JPTL4693,RL3045,JPTL4693,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4694,JPSU9387,2,3986,JPSU9387,2,PTP,JPTL4694,JPSU9388,3,2324,JPSU9388,3,OTH,JPTL4694,RL3046,JPTL4694,PT0S
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4695,JPSU9389,3,2324,JPSU9389,3,OTH,JPTL4695,JPSU9390,4,3274,JPSU9390,4,OTH,JPTL4695,RL3047,JPTL4695,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4696,JPSU9391,4,3274,JPSU9391,4,OTH,JPTL4696,JPSU9392,8,3787,JPSU9392,8,PTP,JPTL4696,RL3048,JPTL4696,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4697,JPSU9393,8,3787,JPSU9393,8,PTP,JPTL4697,JPSU9394,9,3676,JPSU9394,9,OTH,JPTL4697,RL3049,JPTL4697,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4698,JPSU9395,9,3676,JPSU9395,9,OTH,JPTL4698,JPSU9396,10,2783,JPSU9396,10,OTH,JPTL4698,RL3050,JPTL4698,PT0S
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4699,JPSU9397,10,2783,JPSU9397,10,OTH,JPTL4699,JPSU9398,11,3569,JPSU9398,11,OTH,JPTL4699,RL3051,JPTL4699,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4700,JPSU9399,11,3569,JPSU9399,11,OTH,JPTL4700,JPSU9400,12,3295,JPSU9400,12,OTH,JPTL4700,RL3052,JPTL4700,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4701,JPSU9401,12,3295,JPSU9401,12,OTH,JPTL4701,JPSU9402,13,3434,JPSU9402,13,PTP,JPTL4701,RL3053,JPTL4701,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4702,JPSU9403,13,3434,JPSU9403,13,PTP,JPTL4702,JPSU9404,14,2583,JPSU9404,14,OTH,JPTL4702,RL3054,JPTL4702,PT2M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4703,JPSU9405,14,2583,JPSU9405,14,OTH,JPTL4703,JPSU9406,15,4547,JPSU9406,15,OTH,JPTL4703,RL3055,JPTL4703,PT0S
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4704,JPSU9407,15,4547,JPSU9407,15,OTH,JPTL4704,JPSU9408,16,2978,JPSU9408,16,OTH,JPTL4704,RL3056,JPTL4704,PT2M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4705,JPSU9409,16,2978,JPSU9409,16,OTH,JPTL4705,JPSU9410,17,2635,JPSU9410,17,PTP,JPTL4705,RL3057,JPTL4705,PT0S
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4706,JPSU9411,17,2635,JPSU9411,17,PTP,JPTL4706,JPSU9412,18,4242,JPSU9412,18,OTH,JPTL4706,RL3058,JPTL4706,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4707,JPSU9413,18,4242,JPSU9413,18,OTH,JPTL4707,JPSU9414,19,2489,JPSU9414,19,OTH,JPTL4707,RL3059,JPTL4707,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4708,JPSU9415,19,2489,JPSU9415,19,OTH,JPTL4708,JPSU9416,22,2423,JPSU9416,22,OTH,JPTL4708,RL3060,JPTL4708,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4709,JPSU9417,22,2423,JPSU9417,22,OTH,JPTL4709,JPSU9418,23,3842,JPSU9418,23,PTP,JPTL4709,RL3061,JPTL4709,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4710,JPSU9419,23,3842,JPSU9419,23,PTP,JPTL4710,JPSU9420,24,2786,JPSU9420,24,PTP,JPTL4710,RL3062,JPTL4710,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4711,JPSU9421,24,2786,JPSU9421,24,PTP,JPTL4711,JPSU9422,25,2345,JPSU9422,25,OTH,JPTL4711,RL3063,JPTL4711,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4712,JPSU9423,25,2345,JPSU9423,25,OTH,JPTL4712,JPSU9424,26,2347,JPSU9424,26,OTH,JPTL4712,RL3064,JPTL4712,PT0S
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4713,JPSU9425,26,2347,JPSU9425,26,OTH,JPTL4713,JPSU9426,27,3763,JPSU9426,27,OTH,JPTL4713,RL3065,JPTL4713,PT1M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4714,JPSU9427,27,3763,JPSU9427,27,OTH,JPTL4714,JPSU9428,28,2576,JPSU9428,28,OTH,JPTL4714,RL3066,JPTL4714,PT0S
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4715,JPSU9429,28,2576,JPSU9429,28,OTH,JPTL4715,JPSU9430,29,2525,JPSU9430,29,OTH,JPTL4715,RL3067,JPTL4715,PT2M
JPS154,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4716,JPSU9431,29,2525,JPSU9431,29,OTH,JPTL4716,JPSU9432,32,2465,JPSU9432,32,PTP,JPTL4716,RL3068,JPTL4716,PT3M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4717,JPSU9433,1,3764,JPSU9433,1,PTP,JPTL4717,JPSU9434,3,4342,JPSU9434,3,OTH,JPTL4717,RL3069,JPTL4717,PT0S
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4718,JPSU9435,3,4342,JPSU9435,3,OTH,JPTL4718,JPSU9436,4,4328,JPSU9436,4,OTH,JPTL4718,RL3070,JPTL4718,PT3M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4719,JPSU9437,4,4328,JPSU9437,4,OTH,JPTL4719,JPSU9438,5,3982,JPSU9438,5,PTP,JPTL4719,RL3071,JPTL4719,PT4M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4720,JPSU9439,5,3982,JPSU9439,5,PTP,JPTL4720,JPSU9440,6,2984,JPSU9440,6,OTH,JPTL4720,RL3072,JPTL4720,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4721,JPSU9441,6,2984,JPSU9441,6,OTH,JPTL4721,JPSU9442,7,3794,JPSU9442,7,PTP,JPTL4721,RL3073,JPTL4721,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4722,JPSU9443,7,3794,JPSU9443,7,PTP,JPTL4722,JPSU9444,8,3796,JPSU9444,8,OTH,JPTL4722,RL3074,JPTL4722,PT0S
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4723,JPSU9445,8,3796,JPSU9445,8,OTH,JPTL4723,JPSU9446,9,3795,JPSU9446,9,OTH,JPTL4723,RL3075,JPTL4723,PT0S
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4724,JPSU9447,9,3795,JPSU9447,9,OTH,JPTL4724,JPSU9448,10,2725,JPSU9448,10,OTH,JPTL4724,RL3076,JPTL4724,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4725,JPSU9449,10,2725,JPSU9449,10,OTH,JPTL4725,JPSU9450,11,2892,JPSU9450,11,OTH,JPTL4725,RL3077,JPTL4725,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4726,JPSU9451,11,2892,JPSU9451,11,OTH,JPTL4726,JPSU9452,12,2824,JPSU9452,12,OTH,JPTL4726,RL3078,JPTL4726,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4727,JPSU9453,12,2824,JPSU9453,12,OTH,JPTL4727,JPSU9454,13,3728,JPSU9454,13,OTH,JPTL4727,RL3079,JPTL4727,PT2M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4728,JPSU9455,13,3728,JPSU9455,13,OTH,JPTL4728,JPSU9456,14,2479,JPSU9456,14,PTP,JPTL4728,RL3080,JPTL4728,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4729,JPSU9457,14,2479,JPSU9457,14,PTP,JPTL4729,JPSU9458,15,3538,JPSU9458,15,OTH,JPTL4729,RL3081,JPTL4729,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4730,JPSU9459,15,3538,JPSU9459,15,OTH,JPTL4730,JPSU9460,16,3893,JPSU9460,16,OTH,JPTL4730,RL3082,JPTL4730,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4731,JPSU9461,16,3893,JPSU9461,16,OTH,JPTL4731,JPSU9462,17,2459,JPSU9462,17,PTP,JPTL4731,RL3083,JPTL4731,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4732,JPSU9463,17,2459,JPSU9463,17,PTP,JPTL4732,JPSU9464,18,3968,JPSU9464,18,OTH,JPTL4732,RL3084,JPTL4732,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4733,JPSU9465,18,3968,JPSU9465,18,OTH,JPTL4733,JPSU9466,19,3984,JPSU9466,19,OTH,JPTL4733,RL3085,JPTL4733,PT0S
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4734,JPSU9467,19,3984,JPSU9467,19,OTH,JPTL4734,JPSU9468,20,3457,JPSU9468,20,OTH,JPTL4734,RL3086,JPTL4734,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4735,JPSU9469,20,3457,JPSU9469,20,OTH,JPTL4735,JPSU9470,21,2767,JPSU9470,21,OTH,JPTL4735,RL3087,JPTL4735,PT2M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4736,JPSU9471,21,2767,JPSU9471,21,OTH,JPTL4736,JPSU9472,22,3739,JPSU9472,22,OTH,JPTL4736,RL3088,JPTL4736,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4737,JPSU9473,22,3739,JPSU9473,22,OTH,JPTL4737,JPSU9474,23,2632,JPSU9474,23,PTP,JPTL4737,RL3089,JPTL4737,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4738,JPSU9475,23,2632,JPSU9475,23,PTP,JPTL4738,JPSU9476,24,2394,JPSU9476,24,OTH,JPTL4738,RL3090,JPTL4738,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4739,JPSU9477,24,2394,JPSU9477,24,OTH,JPTL4739,JPSU9478,25,2829,JPSU9478,25,OTH,JPTL4739,RL3091,JPTL4739,PT1M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4740,JPSU9479,25,2829,JPSU9479,25,OTH,JPTL4740,JPSU9480,26,2789,JPSU9480,26,OTH,JPTL4740,RL3092,JPTL4740,PT4M
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4741,JPSU9481,26,2789,JPSU9481,26,OTH,JPTL4741,JPSU9482,27,2594,JPSU9482,27,OTH,JPTL4741,RL3093,JPTL4741,PT0S
JPS155,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4742,JPSU9483,27,2594,JPSU9483,27,OTH,JPTL4742,JPSU9484,28,2465,JPSU9484,28,PTP,JPTL4742,RL3094,JPTL4742,PT4M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4743,JPSU9485,1,3764,JPSU9485,1,PTP,JPTL4743,JPSU9486,3,4342,JPSU9486,3,OTH,JPTL4743,RL3069,JPTL4743,PT0S
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4744,JPSU9487,3,4342,JPSU9487,3,OTH,JPTL4744,JPSU9488,4,4328,JPSU9488,4,OTH,JPTL4744,RL3070,JPTL4744,PT3M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4745,JPSU9489,4,4328,JPSU9489,4,OTH,JPTL4745,JPSU9490,5,3982,JPSU9490,5,PTP,JPTL4745,RL3071,JPTL4745,PT4M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4746,JPSU9491,5,3982,JPSU9491,5,PTP,JPTL4746,JPSU9492,6,2984,JPSU9492,6,OTH,JPTL4746,RL3072,JPTL4746,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4747,JPSU9493,6,2984,JPSU9493,6,OTH,JPTL4747,JPSU9494,7,3794,JPSU9494,7,PTP,JPTL4747,RL3073,JPTL4747,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4748,JPSU9495,7,3794,JPSU9495,7,PTP,JPTL4748,JPSU9496,8,3796,JPSU9496,8,OTH,JPTL4748,RL3074,JPTL4748,PT0S
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4749,JPSU9497,8,3796,JPSU9497,8,OTH,JPTL4749,JPSU9498,9,3795,JPSU9498,9,OTH,JPTL4749,RL3075,JPTL4749,PT0S
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4750,JPSU9499,9,3795,JPSU9499,9,OTH,JPTL4750,JPSU9500,10,2725,JPSU9500,10,OTH,JPTL4750,RL3076,JPTL4750,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4751,JPSU9501,10,2725,JPSU9501,10,OTH,JPTL4751,JPSU9502,11,2892,JPSU9502,11,OTH,JPTL4751,RL3077,JPTL4751,PT1M
