section,DataSetId,JourmPatternSections_From_id,JourmPatternSections_From_StopPointRef_id,JourmPatternSections_From_StopPointRef_SequenceNumber,JourmPatternSections_From_StopPointRef,JourmPatternSections_From_TimingStatus_id,JourmPatternSections_From_TimingStatus_SequenceNumber,JourmPatternSections_From_TimingStatus,JourmPatternSections_To_id,JourmPatternSections_To_StopPointRef_id,JourmPatternSections_To_StopPointRef_SequenceNumber,JourmPatternSections_To_StopPointRef,JourmPatternSections_To_TimingStatus_id,JourmPatternSections_To_TimingStatus_SequenceNumber,JourmPatternSections_To_TimingStatus,JourmPatternSections_RouteLinkRef_id,JourmPatternSections_RouteLinkRef,JourmPatternSections_RunTime_id,JourmPatternSections_RunTime
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4752,JPSU9503,11,2892,JPSU9503,11,OTH,JPTL4752,JPSU9504,12,2824,JPSU9504,12,OTH,JPTL4752,RL3078,JPTL4752,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4753,JPSU9505,12,2824,JPSU9505,12,OTH,JPTL4753,JPSU9506,13,3728,JPSU9506,13,OTH,JPTL4753,RL3079,JPTL4753,PT2M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4754,JPSU9507,13,3728,JPSU9507,13,OTH,JPTL4754,JPSU9508,14,2479,JPSU9508,14,PTP,JPTL4754,RL3080,JPTL4754,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4755,JPSU9509,14,2479,JPSU9509,14,PTP,JPTL4755,JPSU9510,15,3538,JPSU9510,15,OTH,JPTL4755,RL3081,JPTL4755,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4756,JPSU9511,15,3538,JPSU9511,15,OTH,JPTL4756,JPSU9512,16,3893,JPSU9512,16,OTH,JPTL4756,RL3082,JPTL4756,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4757,JPSU9513,16,3893,JPSU9513,16,OTH,JPTL4757,JPSU9514,17,2459,JPSU9514,17,PTP,JPTL4757,RL3083,JPTL4757,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4758,JPSU9515,17,2459,JPSU9515,17,PTP,JPTL4758,JPSU9516,18,3968,JPSU9516,18,OTH,JPTL4758,RL3084,JPTL4758,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4759,JPSU9517,18,3968,JPSU9517,18,OTH,JPTL4759,JPSU9518,19,3984,JPSU9518,19,OTH,JPTL4759,RL3085,JPTL4759,PT0S
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4760,JPSU9519,19,3984,JPSU9519,19,OTH,JPTL4760,JPSU9520,20,3457,JPSU9520,20,OTH,JPTL4760,RL3086,JPTL4760,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4761,JPSU9521,20,3457,JPSU9521,20,OTH,JPTL4761,JPSU9522,21,2767,JPSU9522,21,OTH,JPTL4761,RL3087,JPTL4761,PT2M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4762,JPSU9523,21,2767,JPSU9523,21,OTH,JPTL4762,JPSU9524,22,3739,JPSU9524,22,OTH,JPTL4762,RL3088,JPTL4762,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4763,JPSU9525,22,3739,JPSU9525,22,OTH,JPTL4763,JPSU9526,23,2632,JPSU9526,23,PTP,JPTL4763,RL3089,JPTL4763,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4764,JPSU9527,23,2632,JPSU9527,23,PTP,JPTL4764,JPSU9528,24,2394,JPSU9528,24,OTH,JPTL4764,RL3090,JPTL4764,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4765,JPSU9529,24,2394,JPSU9529,24,OTH,JPTL4765,JPSU9530,25,2829,JPSU9530,25,OTH,JPTL4765,RL3091,JPTL4765,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4766,JPSU9531,25,2829,JPSU9531,25,OTH,JPTL4766,JPSU9532,26,2789,JPSU9532,26,OTH,JPTL4766,RL3092,JPTL4766,PT4M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4767,JPSU9533,26,2789,JPSU9533,26,OTH,JPTL4767,JPSU9534,27,2594,JPSU9534,27,OTH,JPTL4767,RL3093,JPTL4767,PT1M
JPS156,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4768,JPSU9535,27,2594,JPSU9535,27,OTH,JPTL4768,JPSU9536,28,2465,JPSU9536,28,PTP,JPTL4768,RL3094,JPTL4768,PT3M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4769,JPSU9537,1,3764,JPSU9537,1,PTP,JPTL4769,JPSU9538,3,4342,JPSU9538,3,OTH,JPTL4769,RL3069,JPTL4769,PT0S
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4770,JPSU9539,3,4342,JPSU9539,3,OTH,JPTL4770,JPSU9540,4,4328,JPSU9540,4,OTH,JPTL4770,RL3070,JPTL4770,PT2M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4771,JPSU9541,4,4328,JPSU9541,4,OTH,JPTL4771,JPSU9542,5,3982,JPSU9542,5,PTP,JPTL4771,RL3071,JPTL4771,PT3M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4772,JPSU9543,5,3982,JPSU9543,5,PTP,JPTL4772,JPSU9544,6,2984,JPSU9544,6,OTH,JPTL4772,RL3072,JPTL4772,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4773,JPSU9545,6,2984,JPSU9545,6,OTH,JPTL4773,JPSU9546,7,3794,JPSU9546,7,PTP,JPTL4773,RL3073,JPTL4773,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4774,JPSU9547,7,3794,JPSU9547,7,PTP,JPTL4774,JPSU9548,8,3796,JPSU9548,8,OTH,JPTL4774,RL3074,JPTL4774,PT0S
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4775,JPSU9549,8,3796,JPSU9549,8,OTH,JPTL4775,JPSU9550,9,3795,JPSU9550,9,OTH,JPTL4775,RL3075,JPTL4775,PT0S
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4776,JPSU9551,9,3795,JPSU9551,9,OTH,JPTL4776,JPSU9552,10,2725,JPSU9552,10,OTH,JPTL4776,RL3076,JPTL4776,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4777,JPSU9553,10,2725,JPSU9553,10,OTH,JPTL4777,JPSU9554,11,2892,JPSU9554,11,OTH,JPTL4777,RL3077,JPTL4777,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4778,JPSU9555,11,2892,JPSU9555,11,OTH,JPTL4778,JPSU9556,12,2824,JPSU9556,12,OTH,JPTL4778,RL3078,JPTL4778,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4779,JPSU9557,12,2824,JPSU9557,12,OTH,JPTL4779,JPSU9558,13,3728,JPSU9558,13,OTH,JPTL4779,RL3079,JPTL4779,PT2M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4780,JPSU9559,13,3728,JPSU9559,13,OTH,JPTL4780,JPSU9560,14,2479,JPSU9560,14,PTP,JPTL4780,RL3080,JPTL4780,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4781,JPSU9561,14,2479,JPSU9561,14,PTP,JPTL4781,JPSU9562,15,3538,JPSU9562,15,OTH,JPTL4781,RL3081,JPTL4781,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4782,JPSU9563,15,3538,JPSU9563,15,OTH,JPTL4782,JPSU9564,16,3893,JPSU9564,16,OTH,JPTL4782,RL3082,JPTL4782,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4783,JPSU9565,16,3893,JPSU9565,16,OTH,JPTL4783,JPSU9566,17,2459,JPSU9566,17,PTP,JPTL4783,RL3083,JPTL4783,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4784,JPSU9567,17,2459,JPSU9567,17,PTP,JPTL4784,JPSU9568,18,3968,JPSU9568,18,OTH,JPTL4784,RL3084,JPTL4784,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4785,JPSU9569,18,3968,JPSU9569,18,OTH,JPTL4785,JPSU9570,19,3984,JPSU9570,19,OTH,JPTL4785,RL3085,JPTL4785,PT0S
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4786,JPSU9571,19,3984,JPSU9571,19,OTH,JPTL4786,JPSU9572,20,3457,JPSU9572,20,OTH,JPTL4786,RL3086,JPTL4786,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4787,JPSU9573,20,3457,JPSU9573,20,OTH,JPTL4787,JPSU9574,21,2767,JPSU9574,21,OTH,JPTL4787,RL3087,JPTL4787,PT2M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4788,JPSU9575,21,2767,JPSU9575,21,OTH,JPTL4788,JPSU9576,22,3739,JPSU9576,22,OTH,JPTL4788,RL3088,JPTL4788,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4789,JPSU9577,22,3739,JPSU9577,22,OTH,JPTL4789,JPSU9578,23,2632,JPSU9578,23,PTP,JPTL4789,RL3089,JPTL4789,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4790,JPSU9579,23,2632,JPSU9579,23,PTP,JPTL4790,JPSU9580,24,2394,JPSU9580,24,OTH,JPTL4790,RL3090,JPTL4790,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4791,JPSU9581,24,2394,JPSU9581,24,OTH,JPTL4791,JPSU9582,25,2829,JPSU9582,25,OTH,JPTL4791,RL3091,JPTL4791,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4792,JPSU9583,25,2829,JPSU9583,25,OTH,JPTL4792,JPSU9584,26,2789,JPSU9584,26,OTH,JPTL4792,RL3092,JPTL4792,PT4M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4793,JPSU9585,26,2789,JPSU9585,26,OTH,JPTL4793,JPSU9586,27,2594,JPSU9586,27,OTH,JPTL4793,RL3093,JPTL4793,PT1M
JPS157,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4794,JPSU9587,27,2594,JPSU9587,27,OTH,JPTL4794,JPSU9588,28,2465,JPSU9588,28,PTP,JPTL4794,RL3094,JPTL4794,PT3M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4795,JPSU9589,1,3764,JPSU9589,1,PTP,JPTL4795,JPSU9590,3,4342,JPSU9590,3,OTH,JPTL4795,RL3069,JPTL4795,PT0S
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4796,JPSU9591,3,4342,JPSU9591,3,OTH,JPTL4796,JPSU9592,4,4328,JPSU9592,4,OTH,JPTL4796,RL3070,JPTL4796,PT3M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4797,JPSU9593,4,4328,JPSU9593,4,OTH,JPTL4797,JPSU9594,5,3982,JPSU9594,5,PTP,JPTL4797,RL3071,JPTL4797,PT4M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4798,JPSU9595,5,3982,JPSU9595,5,PTP,JPTL4798,JPSU9596,6,2984,JPSU9596,6,OTH,JPTL4798,RL3072,JPTL4798,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4799,JPSU9597,6,2984,JPSU9597,6,OTH,JPTL4799,JPSU9598,7,3794,JPSU9598,7,PTP,JPTL4799,RL3073,JPTL4799,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4800,JPSU9599,7,3794,JPSU9599,7,PTP,JPTL4800,JPSU9600,8,3796,JPSU9600,8,OTH,JPTL4800,RL3074,JPTL4800,PT0S
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4801,JPSU9601,8,3796,JPSU9601,8,OTH,JPTL4801,JPSU9602,9,3795,JPSU9602,9,OTH,JPTL4801,RL3075,JPTL4801,PT0S
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4802,JPSU9603,9,3795,JPSU9603,9,OTH,JPTL4802,JPSU9604,10,2725,JPSU9604,10,OTH,JPTL4802,RL3076,JPTL4802,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4803,JPSU9605,10,2725,JPSU9605,10,OTH,JPTL4803,JPSU9606,11,2892,JPSU9606,11,OTH,JPTL4803,RL3077,JPTL4803,PT0S
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4804,JPSU9607,11,2892,JPSU9607,11,OTH,JPTL4804,JPSU9608,12,2824,JPSU9608,12,OTH,JPTL4804,RL3078,JPTL4804,PT2M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4805,JPSU9609,12,2824,JPSU9609,12,OTH,JPTL4805,JPSU9610,13,3728,JPSU9610,13,OTH,JPTL4805,RL3079,JPTL4805,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4806,JPSU9611,13,3728,JPSU9611,13,OTH,JPTL4806,JPSU9612,14,2479,JPSU9612,14,PTP,JPTL4806,RL3080,JPTL4806,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4807,JPSU9613,14,2479,JPSU9613,14,PTP,JPTL4807,JPSU9614,15,3538,JPSU9614,15,OTH,JPTL4807,RL3081,JPTL4807,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4808,JPSU9615,15,3538,JPSU9615,15,OTH,JPTL4808,JPSU9616,16,3893,JPSU9616,16,OTH,JPTL4808,RL3082,JPTL4808,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4809,JPSU9617,16,3893,JPSU9617,16,OTH,JPTL4809,JPSU9618,17,2459,JPSU9618,17,PTP,JPTL4809,RL3083,JPTL4809,PT2M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4810,JPSU9619,17,2459,JPSU9619,17,PTP,JPTL4810,JPSU9620,18,3968,JPSU9620,18,OTH,JPTL4810,RL3084,JPTL4810,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4811,JPSU9621,18,3968,JPSU9621,18,OTH,JPTL4811,JPSU9622,19,3984,JPSU9622,19,OTH,JPTL4811,RL3085,JPTL4811,PT0S
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4812,JPSU9623,19,3984,JPSU9623,19,OTH,JPTL4812,JPSU9624,20,3457,JPSU9624,20,OTH,JPTL4812,RL3086,JPTL4812,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4813,JPSU9625,20,3457,JPSU9625,20,OTH,JPTL4813,JPSU9626,21,2767,JPSU9626,21,OTH,JPTL4813,RL3087,JPTL4813,PT2M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4814,JPSU9627,21,2767,JPSU9627,21,OTH,JPTL4814,JPSU9628,22,3739,JPSU9628,22,OTH,JPTL4814,RL3088,JPTL4814,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4815,JPSU9629,22,3739,JPSU9629,22,OTH,JPTL4815,JPSU9630,23,2632,JPSU9630,23,PTP,JPTL4815,RL3089,JPTL4815,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4816,JPSU9631,23,2632,JPSU9631,23,PTP,JPTL4816,JPSU9632,24,2394,JPSU9632,24,OTH,JPTL4816,RL3090,JPTL4816,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4817,JPSU9633,24,2394,JPSU9633,24,OTH,JPTL4817,JPSU9634,25,2829,JPSU9634,25,OTH,JPTL4817,RL3091,JPTL4817,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4818,JPSU9635,25,2829,JPSU9635,25,OTH,JPTL4818,JPSU9636,26,2789,JPSU9636,26,OTH,JPTL4818,RL3092,JPTL4818,PT4M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4819,JPSU9637,26,2789,JPSU9637,26,OTH,JPTL4819,JPSU9638,27,2594,JPSU9638,27,OTH,JPTL4819,RL3093,JPTL4819,PT1M
JPS158,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4820,JPSU9639,27,2594,JPSU9639,27,OTH,JPTL4820,JPSU9640,28,2465,JPSU9640,28,PTP,JPTL4820,RL3094,JPTL4820,PT3M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4821,JPSU9641,1,3764,JPSU9641,1,PTP,JPTL4821,JPSU9642,2,3643,JPSU9642,2,PTP,JPTL4821,RL3095,JPTL4821,PT4M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4822,JPSU9643,2,3643,JPSU9643,2,PTP,JPTL4822,JPSU9644,15,3538,JPSU9644,15,OTH,JPTL4822,RL3096,JPTL4822,PT2M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4823,JPSU9645,15,3538,JPSU9645,15,OTH,JPTL4823,JPSU9646,16,3893,JPSU9646,16,OTH,JPTL4823,RL3097,JPTL4823,PT0S
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4824,JPSU9647,16,3893,JPSU9647,16,OTH,JPTL4824,JPSU9648,17,2459,JPSU9648,17,PTP,JPTL4824,RL3098,JPTL4824,PT2M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4825,JPSU9649,17,2459,JPSU9649,17,PTP,JPTL4825,JPSU9650,18,3968,JPSU9650,18,OTH,JPTL4825,RL3099,JPTL4825,PT1M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4826,JPSU9651,18,3968,JPSU9651,18,OTH,JPTL4826,JPSU9652,19,3984,JPSU9652,19,OTH,JPTL4826,RL3100,JPTL4826,PT0S
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4827,JPSU9653,19,3984,JPSU9653,19,OTH,JPTL4827,JPSU9654,20,3457,JPSU9654,20,OTH,JPTL4827,RL3101,JPTL4827,PT1M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4828,JPSU9655,20,3457,JPSU9655,20,OTH,JPTL4828,JPSU9656,21,2767,JPSU9656,21,OTH,JPTL4828,RL3102,JPTL4828,PT2M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4829,JPSU9657,21,2767,JPSU9657,21,OTH,JPTL4829,JPSU9658,22,3739,JPSU9658,22,OTH,JPTL4829,RL3103,JPTL4829,PT1M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4830,JPSU9659,22,3739,JPSU9659,22,OTH,JPTL4830,JPSU9660,23,2632,JPSU9660,23,PTP,JPTL4830,RL3104,JPTL4830,PT1M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4831,JPSU9661,23,2632,JPSU9661,23,PTP,JPTL4831,JPSU9662,24,2394,JPSU9662,24,OTH,JPTL4831,RL3105,JPTL4831,PT1M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4832,JPSU9663,24,2394,JPSU9663,24,OTH,JPTL4832,JPSU9664,25,2829,JPSU9664,25,OTH,JPTL4832,RL3106,JPTL4832,PT1M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4833,JPSU9665,25,2829,JPSU9665,25,OTH,JPTL4833,JPSU9666,26,2789,JPSU9666,26,OTH,JPTL4833,RL3107,JPTL4833,PT4M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4834,JPSU9667,26,2789,JPSU9667,26,OTH,JPTL4834,JPSU9668,27,2594,JPSU9668,27,OTH,JPTL4834,RL3108,JPTL4834,PT1M
JPS159,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4835,JPSU9669,27,2594,JPSU9669,27,OTH,JPTL4835,JPSU9670,28,2465,JPSU9670,28,PTP,JPTL4835,RL3109,JPTL4835,PT3M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4836,JPSU9671,1,3764,JPSU9671,1,PTP,JPTL4836,JPSU9672,2,3643,JPSU9672,2,PTP,JPTL4836,RL3095,JPTL4836,PT4M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4837,JPSU9673,2,3643,JPSU9673,2,PTP,JPTL4837,JPSU9674,15,3538,JPSU9674,15,OTH,JPTL4837,RL3096,JPTL4837,PT2M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4838,JPSU9675,15,3538,JPSU9675,15,OTH,JPTL4838,JPSU9676,16,3893,JPSU9676,16,OTH,JPTL4838,RL3097,JPTL4838,PT1M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4839,JPSU9677,16,3893,JPSU9677,16,OTH,JPTL4839,JPSU9678,17,2459,JPSU9678,17,PTP,JPTL4839,RL3098,JPTL4839,PT1M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4840,JPSU9679,17,2459,JPSU9679,17,PTP,JPTL4840,JPSU9680,18,3968,JPSU9680,18,OTH,JPTL4840,RL3099,JPTL4840,PT1M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4841,JPSU9681,18,3968,JPSU9681,18,OTH,JPTL4841,JPSU9682,19,3984,JPSU9682,19,OTH,JPTL4841,RL3100,JPTL4841,PT0S
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4842,JPSU9683,19,3984,JPSU9683,19,OTH,JPTL4842,JPSU9684,20,3457,JPSU9684,20,OTH,JPTL4842,RL3101,JPTL4842,PT1M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4843,JPSU9685,20,3457,JPSU9685,20,OTH,JPTL4843,JPSU9686,21,2767,JPSU9686,21,OTH,JPTL4843,RL3102,JPTL4843,PT2M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4844,JPSU9687,21,2767,JPSU9687,21,OTH,JPTL4844,JPSU9688,22,3739,JPSU9688,22,OTH,JPTL4844,RL3103,JPTL4844,PT1M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4845,JPSU9689,22,3739,JPSU9689,22,OTH,JPTL4845,JPSU9690,23,2632,JPSU9690,23,PTP,JPTL4845,RL3104,JPTL4845,PT1M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4846,JPSU9691,23,2632,JPSU9691,23,PTP,JPTL4846,JPSU9692,24,2394,JPSU9692,24,OTH,JPTL4846,RL3105,JPTL4846,PT1M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4847,JPSU9693,24,2394,JPSU9693,24,OTH,JPTL4847,JPSU9694,25,2829,JPSU9694,25,OTH,JPTL4847,RL3106,JPTL4847,PT1M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4848,JPSU9695,25,2829,JPSU9695,25,OTH,JPTL4848,JPSU9696,26,2789,JPSU9696,26,OTH,JPTL4848,RL3107,JPTL4848,PT4M
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4849,JPSU9697,26,2789,JPSU9697,26,OTH,JPTL4849,JPSU9698,27,2594,JPSU9698,27,OTH,JPTL4849,RL3108,JPTL4849,PT0S
JPS160,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4850,JPSU9699,27,2594,JPSU9699,27,OTH,JPTL4850,JPSU9700,28,2465,JPSU9700,28,PTP,JPTL4850,RL3109,JPTL4850,PT1M
JPS161,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4851,JPSU9701,28,2465,JPSU9701,28,PTP,JPTL4851,JPSU9702,29,4535,JPSU9702,29,OTH,JPTL4851,RL3110,JPTL4851,PT1M
JPS161,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4852,JPSU9703,29,4535,JPSU9703,29,OTH,JPTL4852,JPSU9704,30,2734,JPSU9704,30,OTH,JPTL4852,RL3111,JPTL4852,PT5M
JPS161,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4853,JPSU9705,30,2734,JPSU9705,30,OTH,JPTL4853,JPSU9706,31,2795,JPSU9706,31,PTP,JPTL4853,RL3112,JPTL4853,PT5M
JPS161,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4854,JPSU9707,31,2795,JPSU9707,31,PTP,JPTL4854,JPSU9708,32,4242,JPSU9708,32,OTH,JPTL4854,RL3113,JPTL4854,PT5M
JPS161,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4855,JPSU9709,32,4242,JPSU9709,32,OTH,JPTL4855,JPSU9710,33,2692,JPSU9710,33,PTP,JPTL4855,RL3114,JPTL4855,PT15M
JPS162,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4856,JPSU9711,6,3764,JPSU9711,6,PTP,JPTL4856,JPSU9712,7,3242,JPSU9712,7,OTH,JPTL4856,RL3115,JPTL4856,PT0S
JPS162,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4857,JPSU9713,7,3242,JPSU9713,7,OTH,JPTL4857,JPSU9714,8,2524,JPSU9714,8,OTH,JPTL4857,RL3116,JPTL4857,PT1M
JPS162,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4858,JPSU9715,8,2524,JPSU9715,8,OTH,JPTL4858,JPSU9716,9,3459,JPSU9716,9,OTH,JPTL4858,RL3117,JPTL4858,PT1M
JPS162,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4859,JPSU9717,9,3459,JPSU9717,9,OTH,JPTL4859,JPSU9718,10,2874,JPSU9718,10,OTH,JPTL4859,RL3118,JPTL4859,PT0S
JPS162,6bd84c04-ad75-4c70-aa88-66a8ad9cb5eb,JPTL4860,JPSU9719,10,2874,JPSU9719,10,OTH,JPTL4860,JPSU9720,11,2389,JPSU9720,11,OTH,JPTL4860,RL3119,JPTL4860,PT0S
